PDB ,  Chain ,  Domains ,  Length ,  No. of buried residues ,  Pairwise intersection with k=1 ,  k=2 ,  k=3 ,  k=4
1gux , B , 1 , 141 ,  50 ,  0 ,  22 ,  43 ,  81

1vmo , A , 1 , 163 ,  53 ,  0 ,  13 ,  43 ,  67

1qyp , A , 1 , 57 ,  4 ,  0 ,  1 ,  0 ,  3

1aoo , A , 1 , 40 ,  5 ,  0 ,  5 ,  15 ,  30

1pby , C , 1 , 79 ,  40 ,  0 ,  12 ,  40 ,  47

16vp , A , 1 , 311 ,  95 ,  0 ,  0 ,  6 ,  15

3c8l , B , 1 , 124 ,  32 ,  0 ,  6 ,  20 ,  56

2hng , A , 1 , 138 ,  21 ,  0 ,  2 ,  8 ,  19

2vqe , R , 1 , 73 ,  19 ,  0 ,  10 ,  22 ,  38

1nki , A , 1 , 138 ,  50 ,  0 ,  9 ,  11 ,  33

3ess , A , 1 , 202 ,  51 ,  0 ,  7 ,  19 ,  52

1sed , A , 1 , 113 ,  30 ,  0 ,  2 ,  9 ,  31

3adg , A , 1 , 72 ,  14 ,  0 ,  9 ,  26 ,  46

2y28 , B , 1 , 176 ,  61 ,  0 ,  25 ,  46 ,  76

3can , A , 1 , 164 ,  44 ,  0 ,  7 ,  25 ,  47

1u53 , A , 1 , 193 ,  61 ,  0 ,  6 ,  28 ,  50

1nc7 , A , 1 , 113 ,  50 ,  0 ,  9 ,  24 ,  63

1wvk , A , 1 , 86 ,  3 ,  0 ,  22 ,  13 ,  11

2fyu , F , 1 , 106 ,  29 ,  0 ,  3 ,  5 ,  14

1xyi , A , 1 , 66 ,  10 ,  0 ,  10 ,  26 ,  39

1pg6 , A , 1 , 206 ,  52 ,  0 ,  5 ,  13 ,  22

2hqv , A , 1 , 167 ,  30 ,  0 ,  2 ,  13 ,  34

1vcc , A , 1 , 77 ,  13 ,  0 ,  10 ,  26 ,  45

1wa5 , B , 1 , 463 ,  173 ,  0 ,  0 ,  0 ,  16

3sil , A , 1 , 383 ,  161 ,  0 ,  14 ,  28 ,  34

1x0l , A , 1 , 333 ,  124 ,  0 ,  4 ,  15 ,  27

2x2v , A , 1 , 68 ,  36 ,  0 ,  3 ,  21 ,  45

1ewn , A , 1 , 200 ,  66 ,  0 ,  14 ,  31 ,  61

2raa , A , 1 , 176 ,  56 ,  0 ,  20 ,  39 ,  61

1bm8 , A , 1 , 99 ,  27 ,  0 ,  19 ,  47 ,  91

1x6m , A , 1 , 196 ,  50 ,  0 ,  8 ,  8 ,  26

1iml , A , 1 , 76 ,  8 ,  0 ,  1 ,  7 ,  15

2k0s , A , 1 , 130 ,  17 ,  0 ,  1 ,  13 ,  24

3h0n , A , 1 , 192 ,  41 ,  0 ,  8 ,  21 ,  39

1xo7 , A , 1 , 166 ,  52 ,  0 ,  19 ,  45 ,  79

1c6v , X , 1 , 55 ,  6 ,  0 ,  6 ,  14 ,  33

1vbw , A , 1 , 74 ,  12 ,  0 ,  8 ,  23 ,  39

1wij , A , 1 , 127 ,  21 ,  0 ,  8 ,  20 ,  39

3b9g , B , 1 , 328 ,  154 ,  0 ,  13 ,  32 ,  54

3d3b , A , 1 , 161 ,  44 ,  0 ,  16 ,  41 ,  77

1mxr , A , 1 , 339 ,  151 ,  0 ,  0 ,  13 ,  18

1eo0 , A , 1 , 77 ,  19 ,  0 ,  14 ,  45 ,  75

2qhq , B , 1 , 118 ,  35 ,  0 ,  13 ,  33 ,  47

1u5u , A , 1 , 366 ,  118 ,  0 ,  5 ,  11 ,  11

1j8u , A , 1 , 307 ,  112 ,  0 ,  5 ,  15 ,  31

1kq6 , A , 1 , 138 ,  28 ,  0 ,  5 ,  18 ,  29

1utg , A , 1 , 70 ,  3 ,  0 ,  1 ,  8 ,  13

1khx , A , 1 , 201 ,  56 ,  0 ,  5 ,  22 ,  43

1q9u , A , 1 , 132 ,  45 ,  0 ,  6 ,  19 ,  42

1z70 , X , 1 , 276 ,  0 ,  0 ,  16 ,  48 ,  96

2cyj , A , 1 , 117 ,  38 ,  0 ,  21 ,  52 ,  97

3rrl , B , 1 , 197 ,  72 ,  0 ,  3 ,  22 ,  45

1adn , A , 1 , 92 ,  13 ,  0 ,  11 ,  23 ,  55

2prg , C , 1 , 32 ,  4 ,  0 ,  0 ,  1 ,  3

3a1p , B , 1 , 85 ,  24 ,  0 ,  6 ,  17 ,  50

1aol , A , 1 , 228 ,  63 ,  0 ,  6 ,  10 ,  32

1cy5 , A , 1 , 92 ,  25 ,  0 ,  20 ,  49 ,  81

1h7d , A , 1 , 49 ,  0 ,  0 ,  13 ,  39 ,  78

2nwt , A , 1 , 69 ,  4 ,  0 ,  13 ,  39 ,  78

1kid , A , 1 , 193 ,  56 ,  0 ,  8 ,  28 ,  47

1roz , A , 1 , 336 ,  133 ,  0 ,  3 ,  10 ,  20

1jbi , A , 1 , 100 ,  28 ,  0 ,  20 ,  54 ,  92

1cwx , A , 1 , 44 ,  1 ,  0 ,  14 ,  9 ,  6

1a32 , A , 1 , 85 ,  6 ,  0 ,  1 ,  9 ,  16

3c9q , A , 1 , 196 ,  62 ,  0 ,  21 ,  42 ,  67

2o8i , A , 1 , 154 ,  35 ,  0 ,  5 ,  11 ,  37

1d2t , A , 1 , 222 ,  71 ,  0 ,  5 ,  21 ,  36

1vq8 , O , 1 , 115 ,  30 ,  0 ,  12 ,  31 ,  72

1b79 , B , 1 , 103 ,  35 ,  0 ,  15 ,  46 ,  83

2hnu , A , 1 , 81 ,  23 ,  0 ,  16 ,  36 ,  77

2i3h , B , 1 , 95 ,  27 ,  0 ,  11 ,  35 ,  71

1xg0 , B , 1 , 71 ,  14 ,  0 ,  0 ,  3 ,  7

1wny , A , 1 , 180 ,  59 ,  0 ,  12 ,  34 ,  61

1nwz , A , 1 , 141 ,  32 ,  0 ,  20 ,  46 ,  79

1tkv , A , 1 , 89 ,  27 ,  0 ,  14 ,  40 ,  74

1i2t , A , 1 , 61 ,  0 ,  0 ,  9 ,  27 ,  54

2ogf , A , 1 , 121 ,  55 ,  0 ,  5 ,  27 ,  47

1n81 , A , 1 , 186 ,  53 ,  0 ,  3 ,  16 ,  41

2xl6 , A , 1 , 151 ,  22 ,  0 ,  2 ,  11 ,  23

2w9j , B , 1 , 80 ,  20 ,  0 ,  7 ,  19 ,  33

2guk , A , 1 , 112 ,  27 ,  0 ,  5 ,  17 ,  32

1u84 , A , 1 , 81 ,  18 ,  0 ,  14 ,  41 ,  62

1nlw , E , 1 , 74 ,  14 ,  0 ,  0 ,  1 ,  5

1n2m , C , 1 , 164 ,  70 ,  0 ,  8 ,  23 ,  49

3ku3 , B , 1 , 173 ,  38 ,  0 ,  0 ,  4 ,  18

1qi9 , A , 1 , 555 ,  259 ,  0 ,  0 ,  3 ,  13

1hnr , A , 1 , 47 ,  2 ,  0 ,  2 ,  6 ,  12

1f46 , B , 1 , 140 ,  39 ,  0 ,  11 ,  35 ,  60

1lpv , A , 1 , 52 ,  5 ,  0 ,  2 ,  5 ,  11

3k7p , A , 1 , 158 ,  64 ,  0 ,  25 ,  53 ,  95

1i27 , A , 1 , 73 ,  11 ,  0 ,  6 ,  19 ,  33

1g9p , A , 1 , 45 ,  1 ,  0 ,  4 ,  4 ,  6

3n08 , B , 1 , 165 ,  43 ,  0 ,  9 ,  30 ,  55

1o5e , L , 1 , 110 ,  27 ,  0 ,  16 ,  37 ,  64

1vq8 , 2 , 1 , 46 ,  1 ,  0 ,  13 ,  3 ,  6

2qw6 , D , 1 , 86 ,  33 ,  0 ,  21 ,  48 ,  85

1dm9 , A , 1 , 104 ,  26 ,  0 ,  1 ,  18 ,  78

2au7 , A , 1 , 176 ,  53 ,  0 ,  20 ,  55 ,  76

1nln , A , 1 , 203 ,  82 ,  0 ,  16 ,  41 ,  66

1jfb , A , 1 , 424 ,  128 ,  0 ,  1 ,  2 ,  16

2k7x , A , 1 , 120 ,  30 ,  0 ,  13 ,  32 ,  52

1xjh , A , 1 , 62 ,  7 ,  0 ,  5 ,  13 ,  32

1v54 , G , 1 , 83 ,  17 ,  0 ,  0 ,  0 ,  8

2imq , X , 1 , 283 ,  100 ,  0 ,  13 ,  28 ,  45

1n0z , A , 1 , 45 ,  3 ,  0 ,  1 ,  8 ,  18

2h88 , D , 1 , 101 ,  13 ,  0 ,  2 ,  2 ,  10

2wcw , C , 1 , 122 ,  36 ,  0 ,  13 ,  34 ,  72

2vpz , C , 1 , 250 ,  92 ,  0 ,  6 ,  13 ,  22

1ozj , A , 1 , 126 ,  36 ,  0 ,  18 ,  50 ,  89

1b35 , D , 1 , 57 ,  0 ,  0 ,  11 ,  33 ,  66

1hxs , 4 , 1 , 68 ,  9 ,  0 ,  0 ,  1 ,  3

1ssl , A , 1 , 48 ,  7 ,  0 ,  7 ,  21 ,  39

3fgx , A , 1 , 96 ,  18 ,  0 ,  9 ,  23 ,  55

1kmt , A , 1 , 138 ,  29 ,  0 ,  8 ,  18 ,  37

2erl , A , 1 , 40 ,  8 ,  0 ,  7 ,  20 ,  36

1hdl , A , 1 , 55 ,  5 ,  0 ,  4 ,  12 ,  14

1d6g , A , 1 , 47 ,  2 ,  0 ,  3 ,  6 ,  12

1gk8 , I , 1 , 125 ,  38 ,  0 ,  3 ,  12 ,  16

3eoj , A , 1 , 416 ,  40 ,  0 ,  0 ,  0 ,  1

2w1v , A , 1 , 276 ,  126 ,  0 ,  9 ,  34 ,  66

1mz9 , A , 1 , 45 ,  10 ,  0 ,  0 ,  4 ,  6

1h8e , H , 1 , 89 ,  35 ,  0 ,  17 ,  50 ,  80

1oxw , C , 1 , 350 ,  0 ,  0 ,  9 ,  27 ,  54

1n91 , A , 1 , 108 ,  12 ,  0 ,  5 ,  6 ,  13

1jhg , A , 1 , 101 ,  3 ,  0 ,  0 ,  0 ,  5

1v8h , A , 1 , 106 ,  23 ,  0 ,  5 ,  7 ,  26

1h12 , A , 1 , 413 ,  162 ,  0 ,  2 ,  18 ,  27

2it9 , A , 1 , 122 ,  36 ,  0 ,  9 ,  30 ,  48

2oiz , H , 1 , 131 ,  55 ,  0 ,  18 ,  46 ,  92

2ah6 , B , 1 , 164 ,  61 ,  0 ,  4 ,  28 ,  67

4ubp , A , 1 , 100 ,  32 ,  0 ,  12 ,  22 ,  43

1g10 , A , 1 , 102 ,  5 ,  0 ,  3 ,  4 ,  15

1fqj , C , 1 , 38 ,  6 ,  0 ,  2 ,  7 ,  10

2i9x , A , 1 , 81 ,  14 ,  0 ,  12 ,  14 ,  34

3pvi , A , 1 , 156 ,  41 ,  0 ,  1 ,  9 ,  17

3sy1 , A , 1 , 234 ,  68 ,  0 ,  9 ,  14 ,  32

2g3w , A , 1 , 175 ,  49 ,  0 ,  10 ,  28 ,  36

1a73 , A , 1 , 162 ,  39 ,  0 ,  1 ,  8 ,  17

1ehs , A , 1 , 48 ,  5 ,  0 ,  2 ,  7 ,  15

2spc , A , 1 , 107 ,  20 ,  0 ,  0 ,  0 ,  1

1zcd , A , 1 , 376 ,  115 ,  0 ,  0 ,  9 ,  15

1d66 , A , 1 , 57 ,  7 ,  0 ,  0 ,  1 ,  7

2o9u , X , 1 , 134 ,  0 ,  0 ,  0 ,  0 ,  0

1qa4 , A , 1 , 56 ,  0 ,  0 ,  0 ,  0 ,  0

1vq3 , B , 1 , 84 ,  25 ,  0 ,  1 ,  10 ,  19

2kog , A , 1 , 116 ,  0 ,  0 ,  3 ,  9 ,  18

2z7f , I , 1 , 50 ,  11 ,  0 ,  3 ,  8 ,  24

1kpt , A , 1 , 105 ,  29 ,  0 ,  19 ,  46 ,  74

1oai , A , 1 , 59 ,  11 ,  0 ,  10 ,  25 ,  46

1g2r , A , 1 , 98 ,  18 ,  0 ,  12 ,  28 ,  40

1d1r , A , 1 , 83 ,  8 ,  0 ,  4 ,  14 ,  26

2q03 , B , 1 , 133 ,  34 ,  0 ,  8 ,  22 ,  54

1bo9 , A , 1 , 73 ,  15 ,  0 ,  14 ,  37 ,  64

2atz , A , 1 , 172 ,  46 ,  0 ,  10 ,  18 ,  38

1bea , A , 1 , 116 ,  29 ,  0 ,  15 ,  32 ,  54

1bgf , A , 1 , 124 ,  25 ,  0 ,  4 ,  15 ,  38

1v7r , A , 1 , 186 ,  59 ,  0 ,  4 ,  24 ,  48

1jjr , A , 1 , 54 ,  8 ,  0 ,  8 ,  24 ,  48

1oru , A , 1 , 182 ,  71 ,  0 ,  15 ,  29 ,  48

2rl8 , A , 1 , 148 ,  50 ,  0 ,  16 ,  34 ,  60

1j3a , A , 1 , 129 ,  36 ,  0 ,  13 ,  29 ,  40

2wsc , K , 1 , 84 ,  1 ,  0 ,  10 ,  30 ,  15

1vq8 , C , 1 , 246 ,  54 ,  0 ,  0 ,  3 ,  18

1tvs , A , 1 , 75 ,  0 ,  0 ,  1 ,  3 ,  6

2gkp , A , 1 , 178 ,  44 ,  0 ,  13 ,  23 ,  45

1tl2 , A , 1 , 235 ,  63 ,  0 ,  1 ,  8 ,  21

2nrl , A , 1 , 170 ,  38 ,  0 ,  4 ,  15 ,  32

1dqc , A , 1 , 73 ,  13 ,  0 ,  6 ,  22 ,  44

7ahl , A , 1 , 293 ,  114 ,  0 ,  0 ,  0 ,  11

1lm5 , B , 1 , 193 ,  0 ,  0 ,  0 ,  0 ,  0

2nq2 , A , 1 , 308 ,  114 ,  0 ,  8 ,  9 ,  24

1w6s , B , 1 , 72 ,  0 ,  0 ,  11 ,  33 ,  66

5csm , A , 1 , 250 ,  66 ,  0 ,  4 ,  6 ,  14

1w85 , I , 1 , 42 ,  9 ,  0 ,  9 ,  23 ,  48

1f6v , A , 1 , 91 ,  13 ,  0 ,  7 ,  14 ,  23

2z0t , A , 1 , 109 ,  36 ,  0 ,  13 ,  35 ,  63

1ghh , A , 1 , 81 ,  7 ,  0 ,  5 ,  7 ,  16

2quy , A , 1 , 330 ,  156 ,  0 ,  1 ,  16 ,  33

2pw8 , I , 1 , 64 ,  12 ,  0 ,  0 ,  9 ,  26

1ro7 , C , 1 , 240 ,  94 ,  0 ,  8 ,  19 ,  41

2jaf , A , 1 , 244 ,  76 ,  0 ,  1 ,  13 ,  37

2jz8 , A , 1 , 87 ,  12 ,  0 ,  2 ,  24 ,  24

1ozn , A , 1 , 284 ,  89 ,  0 ,  0 ,  6 ,  23

1s5d , A , 1 , 219 ,  73 ,  0 ,  12 ,  18 ,  30

2j5g , K , 1 , 250 ,  129 ,  0 ,  10 ,  29 ,  57

2ikb , B , 1 , 150 ,  44 ,  0 ,  6 ,  29 ,  44

2jx8 , A , 1 , 47 ,  3 ,  0 ,  2 ,  3 ,  8

1ijy , A , 1 , 122 ,  35 ,  0 ,  15 ,  31 ,  59

1uyl , A , 1 , 207 ,  59 ,  0 ,  7 ,  23 ,  34

2hdi , B , 1 , 103 ,  29 ,  0 ,  2 ,  16 ,  33

2y1q , A , 1 , 139 ,  43 ,  0 ,  21 ,  50 ,  92

2p0l , A , 1 , 257 ,  86 ,  0 ,  4 ,  8 ,  31

1jg5 , A , 1 , 83 ,  34 ,  0 ,  18 ,  42 ,  68

1sj7 , B , 1 , 170 ,  48 ,  0 ,  3 ,  16 ,  37

1g7d , A , 1 , 106 ,  19 ,  0 ,  10 ,  22 ,  45

2qx2 , A , 1 , 323 ,  81 ,  0 ,  0 ,  4 ,  12

1abz , A , 1 , 38 ,  0 ,  0 ,  0 ,  0 ,  0

1m22 , A , 1 , 487 ,  213 ,  0 ,  12 ,  9 ,  28

1ueh , A , 1 , 214 ,  73 ,  0 ,  6 ,  8 ,  22

1jjs , A , 1 , 42 ,  5 ,  0 ,  5 ,  15 ,  21

1fm2 , A , 1 , 151 ,  72 ,  0 ,  2 ,  22 ,  44

2xqq , A , 1 , 98 ,  36 ,  0 ,  24 ,  65 ,  121

1z60 , A , 1 , 59 ,  11 ,  0 ,  10 ,  26 ,  52

1q3i , A , 1 , 192 ,  58 ,  0 ,  18 ,  31 ,  60

1rss , A , 1 , 140 ,  32 ,  0 ,  4 ,  20 ,  37

3h63 , A , 1 , 316 ,  131 ,  0 ,  14 ,  29 ,  60

1p9g , A , 1 , 42 ,  5 ,  0 ,  5 ,  15 ,  30

2o01 , 3 , 1 , 115 ,  1 ,  0 ,  5 ,  15 ,  30

1xkn , A , 1 , 344 ,  132 ,  0 ,  11 ,  24 ,  37

1wvq , C , 1 , 161 ,  68 ,  0 ,  0 ,  23 ,  56

1ae9 , A , 1 , 171 ,  58 ,  0 ,  18 ,  35 ,  55

1j3e , A , 1 , 115 ,  23 ,  0 ,  11 ,  31 ,  49

1ryl , A , 1 , 157 ,  49 ,  0 ,  7 ,  30 ,  59

2wqk , A , 1 , 263 ,  101 ,  0 ,  9 ,  28 ,  17

2aj7 , A , 1 , 161 ,  39 ,  0 ,  4 ,  12 ,  27

1xdy , G , 1 , 261 ,  98 ,  0 ,  8 ,  27 ,  43

1tbf , A , 1 , 326 ,  107 ,  0 ,  9 ,  11 ,  23

1j8b , A , 1 , 88 ,  10 ,  0 ,  0 ,  15 ,  25

2fb6 , A , 1 , 129 ,  30 ,  0 ,  13 ,  32 ,  64

3iis , M , 1 , 169 ,  15 ,  0 ,  0 ,  3 ,  9

2fiy , A , 1 , 285 ,  99 ,  0 ,  5 ,  20 ,  37

1l8c , A , 1 , 95 ,  29 ,  0 ,  11 ,  26 ,  51

1cyo , A , 1 , 88 ,  11 ,  0 ,  8 ,  21 ,  38

1ybz , A , 1 , 76 ,  3 ,  0 ,  7 ,  11 ,  12

2yyv , B , 1 , 224 ,  95 ,  0 ,  16 ,  34 ,  81

3fyb , B , 1 , 85 ,  26 ,  0 ,  5 ,  10 ,  25

1v54 , K , 1 , 49 ,  6 ,  0 ,  0 ,  0 ,  5

1gp8 , A , 1 , 40 ,  0 ,  0 ,  0 ,  0 ,  0

3bhw , A , 1 , 191 ,  64 ,  0 ,  11 ,  32 ,  40

2fic , A , 1 , 191 ,  25 ,  0 ,  0 ,  0 ,  2

3eip , A , 1 , 84 ,  16 ,  0 ,  8 ,  18 ,  39

4mt2 , A , 1 , 61 ,  3 ,  0 ,  0 ,  1 ,  3

2ox6 , D , 1 , 161 ,  46 ,  0 ,  2 ,  8 ,  21

1yfq , A , 1 , 342 ,  115 ,  0 ,  5 ,  11 ,  24

1qoj , A , 1 , 44 ,  4 ,  0 ,  2 ,  6 ,  13

1nxh , A , 1 , 119 ,  36 ,  0 ,  0 ,  12 ,  22

1g1e , B , 1 , 89 ,  17 ,  0 ,  4 ,  9 ,  40

1iie , A , 1 , 75 ,  23 ,  0 ,  0 ,  1 ,  6

1vq8 , X , 1 , 82 ,  16 ,  0 ,  5 ,  19 ,  41

2ofc , A , 1 , 141 ,  50 ,  0 ,  17 ,  49 ,  87

1ots , B , 1 , 441 ,  217 ,  0 ,  4 ,  5 ,  27

2gmq , A , 1 , 106 ,  21 ,  0 ,  10 ,  32 ,  50

1k0e , A , 1 , 437 ,  192 ,  0 ,  3 ,  11 ,  29

2jv8 , A , 1 , 73 ,  12 ,  0 ,  7 ,  19 ,  30

1t8k , A , 1 , 78 ,  14 ,  0 ,  8 ,  26 ,  57

3cni , A , 1 , 145 ,  37 ,  0 ,  8 ,  20 ,  43

1g3j , D , 1 , 34 ,  4 ,  0 ,  6 ,  18 ,  30

1lr0 , A , 1 , 123 ,  23 ,  0 ,  0 ,  21 ,  56

2vqe , P , 1 , 83 ,  17 ,  0 ,  9 ,  28 ,  54

2r19 , A , 1 , 135 ,  35 ,  0 ,  9 ,  25 ,  50

3g74 , C , 1 , 83 ,  25 ,  0 ,  6 ,  27 ,  62

1dy5 , A , 1 , 123 ,  29 ,  0 ,  9 ,  24 ,  47

1njh , A , 1 , 107 ,  21 ,  0 ,  10 ,  24 ,  45

3o79 , B , 1 , 109 ,  24 ,  0 ,  8 ,  20 ,  30

2qnu , A , 1 , 207 ,  78 ,  0 ,  5 ,  16 ,  32

1g8t , A , 1 , 242 ,  100 ,  0 ,  12 ,  33 ,  61

1bds , A , 1 , 43 ,  5 ,  0 ,  5 ,  15 ,  30

2zjs , Y , 1 , 415 ,  137 ,  0 ,  0 ,  5 ,  9

2gmy , D , 1 , 145 ,  67 ,  0 ,  14 ,  41 ,  67

2a1k , A , 1 , 215 ,  53 ,  0 ,  0 ,  14 ,  22

1wmw , D , 1 , 324 ,  136 ,  0 ,  0 ,  6 ,  23

2hh8 , A , 1 , 127 ,  33 ,  0 ,  10 ,  26 ,  46

2psb , A , 1 , 287 ,  101 ,  0 ,  14 ,  30 ,  41

2os0 , A , 1 , 179 ,  55 ,  0 ,  10 ,  25 ,  56

2dxa , A , 1 , 155 ,  44 ,  0 ,  15 ,  34 ,  63

2bpa , 1 , 1 , 426 ,  119 ,  0 ,  0 ,  0 ,  6

1r94 , A , 1 , 97 ,  21 ,  0 ,  11 ,  25 ,  34

2ju4 , A , 1 , 87 ,  0 ,  0 ,  3 ,  9 ,  18

1v54 , A , 1 , 513 ,  310 ,  0 ,  0 ,  1 ,  7

1pz4 , A , 1 , 113 ,  18 ,  0 ,  10 ,  26 ,  37

2qzi , A , 1 , 102 ,  32 ,  0 ,  13 ,  22 ,  54

1tmc , A , 1 , 175 ,  55 ,  0 ,  6 ,  17 ,  27

3ks3 , A , 1 , 266 ,  88 ,  0 ,  12 ,  26 ,  36

1v54 , J , 1 , 58 ,  11 ,  0 ,  0 ,  4 ,  5

1ds1 , A , 1 , 323 ,  120 ,  0 ,  3 ,  19 ,  34

2dsx , A , 1 , 52 ,  8 ,  0 ,  8 ,  22 ,  39

1r29 , A , 1 , 122 ,  28 ,  0 ,  9 ,  16 ,  40

1qhl , A , 1 , 203 ,  64 ,  0 ,  19 ,  44 ,  75

1uxa , A , 1 , 185 ,  82 ,  0 ,  8 ,  28 ,  58

1qys , A , 1 , 91 ,  22 ,  0 ,  10 ,  27 ,  52

1nyc , A , 1 , 111 ,  23 ,  0 ,  9 ,  21 ,  36

2iaz , A , 1 , 105 ,  28 ,  0 ,  0 ,  5 ,  10

2v3i , A , 1 , 483 ,  175 ,  0 ,  5 ,  12 ,  13

1qqp , 4 , 1 , 46 ,  0 ,  0 ,  0 ,  0 ,  0

1ppj , I , 1 , 43 ,  13 ,  0 ,  1 ,  4 ,  10

2pbk , B , 1 , 230 ,  84 ,  0 ,  17 ,  44 ,  65

1vfy , A , 1 , 67 ,  12 ,  0 ,  8 ,  20 ,  30

1vhh , A , 1 , 157 ,  46 ,  0 ,  14 ,  36 ,  81

2prv , B , 1 , 153 ,  53 ,  0 ,  10 ,  34 ,  56

1ryp , 1 , 1 , 222 ,  103 ,  0 ,  15 ,  25 ,  40

1d0q , A , 1 , 102 ,  25 ,  0 ,  8 ,  32 ,  51

1tzy , C , 1 , 95 ,  35 ,  0 ,  2 ,  2 ,  12

3nl9 , A , 1 , 167 ,  3 ,  0 ,  0 ,  0 ,  3

1vq8 , H , 1 , 160 ,  37 ,  0 ,  1 ,  21 ,  42

1x6z , A , 1 , 119 ,  21 ,  0 ,  4 ,  21 ,  37

1mkc , A , 1 , 43 ,  3 ,  0 ,  2 ,  7 ,  12

1mkn , A , 1 , 59 ,  3 ,  0 ,  2 ,  4 ,  9

1t6t , 2 , 1 , 108 ,  31 ,  0 ,  16 ,  48 ,  81

1vh5 , A , 1 , 138 ,  44 ,  0 ,  14 ,  35 ,  73

1wib , A , 1 , 92 ,  2 ,  0 ,  0 ,  0 ,  0

1jfz , A , 1 , 148 ,  52 ,  0 ,  9 ,  31 ,  67

1v54 , D , 1 , 144 ,  37 ,  0 ,  0 ,  0 ,  3

1ud9 , A , 1 , 242 ,  71 ,  0 ,  1 ,  20 ,  42

1fre , A , 1 , 39 ,  5 ,  0 ,  3 ,  11 ,  21

2fdo , A , 1 , 89 ,  25 ,  0 ,  2 ,  2 ,  11

3fgg , A , 1 , 144 ,  19 ,  0 ,  0 ,  5 ,  13

1m40 , A , 1 , 408 ,  99 ,  0 ,  7 ,  33 ,  46

3kl6 , B , 1 , 50 ,  7 ,  0 ,  4 ,  10 ,  24

1psr , A , 1 , 100 ,  25 ,  0 ,  6 ,  7 ,  19

1z2u , A , 1 , 150 ,  37 ,  0 ,  5 ,  22 ,  39

1fk5 , A , 1 , 93 ,  12 ,  0 ,  4 ,  11 ,  17

1xe1 , A , 1 , 89 ,  19 ,  0 ,  18 ,  37 ,  71

1p68 , A , 1 , 102 ,  25 ,  0 ,  8 ,  31 ,  66

1xkr , A , 1 , 205 ,  58 ,  0 ,  7 ,  27 ,  47

2w2r , A , 1 , 180 ,  58 ,  0 ,  9 ,  33 ,  57

3fn2 , A , 1 , 94 ,  24 ,  0 ,  2 ,  3 ,  10

1e9t , A , 1 , 59 ,  4 ,  0 ,  1 ,  6 ,  24

1p9h , A , 1 , 190 ,  34 ,  0 ,  0 ,  6 ,  27

2pzz , B , 1 , 121 ,  39 ,  0 ,  11 ,  33 ,  53

3os4 , A , 1 , 430 ,  147 ,  0 ,  0 ,  6 ,  14

1mk0 , A , 1 , 97 ,  21 ,  0 ,  9 ,  22 ,  47

3kan , A , 1 , 125 ,  20 ,  0 ,  7 ,  9 ,  28

1yew , C , 1 , 188 ,  69 ,  0 ,  0 ,  12 ,  26

1j0t , A , 1 , 78 ,  14 ,  0 ,  10 ,  29 ,  50

1nrz , A , 1 , 163 ,  55 ,  0 ,  10 ,  35 ,  73

2vb1 , A , 1 , 164 ,  36 ,  0 ,  16 ,  41 ,  77

2qzb , A , 1 , 146 ,  37 ,  0 ,  7 ,  23 ,  39

2gyk , B , 1 , 130 ,  38 ,  0 ,  12 ,  30 ,  50

1dvk , A , 1 , 149 ,  42 ,  0 ,  16 ,  32 ,  55

1wpn , A , 1 , 197 ,  81 ,  0 ,  17 ,  60 ,  100

1czy , A , 1 , 168 ,  55 ,  0 ,  7 ,  13 ,  35

1nh2 , C , 1 , 52 ,  17 ,  0 ,  3 ,  17 ,  32

3l8w , A , 1 , 296 ,  67 ,  0 ,  0 ,  4 ,  1

1qoy , A , 1 , 303 ,  86 ,  0 ,  0 ,  0 ,  3

2q22 , A , 1 , 129 ,  32 ,  0 ,  13 ,  32 ,  52

1pq1 , A , 1 , 147 ,  52 ,  0 ,  16 ,  42 ,  72

1lzj , A , 1 , 267 ,  83 ,  0 ,  9 ,  12 ,  22

1aml , A , 1 , 40 ,  0 ,  0 ,  1 ,  3 ,  6

2fwh , A , 1 , 134 ,  30 ,  0 ,  13 ,  37 ,  69

2ecs , A , 1 , 61 ,  11 ,  0 ,  7 ,  23 ,  35

1rya , A , 1 , 160 ,  53 ,  0 ,  10 ,  28 ,  45

1k4i , A , 1 , 216 ,  71 ,  0 ,  16 ,  32 ,  62

2izx , B , 1 , 41 ,  8 ,  0 ,  4 ,  15 ,  25

1jb7 , B , 1 , 226 ,  67 ,  0 ,  0 ,  4 ,  22

1exk , A , 1 , 79 ,  12 ,  0 ,  0 ,  9 ,  14

1c5e , A , 1 , 95 ,  23 ,  0 ,  11 ,  31 ,  63

1i4j , A , 1 , 110 ,  34 ,  0 ,  2 ,  18 ,  47

